date,eth_in_trust,net_assets_usd,implied_eth_px,nav_usd,closing_price_usd,premium_discount_pct,shares_outstanding,share_delta,eth_delta,management_fee_pct,est_fee_drain_eth,w_shares,flow_method_agreement,flow_eth_final,flow_usd_final,cumulative_flow_usd,eth_inventory,cost_basis_usd,avg_buy_price_ex_fee,effective_cost_per_current_eth,confidence_score_0_1,observed_annual_fee_drag_pct,estimated_annual_fee_pct,fee_model_error_pct,obs_ts_utc
2024-06-24,3033.322375270239,9988483.999999998,3292.91870901465,24.97121,24.97121,0.0,400000.0,0.0,0.0,0.25,0.0,1.0,4.813194287578426e-11,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3292.91870901465,0.0,,0.25,,backfill
2024-06-25,3033.3015992318883,10347556.8,3411.318150038328,25.868892,25.868892,0.0,400000.0,0.0,-0.020776038350504678,0.25,0.02077618065253588,1.0,7.027257195701964e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3292.9412632523827,0.6999952588429015,0.24999828731209206,0.25,-1.7126879079398805e-06,backfill
2024-06-26,3033.280823335838,10234015.6,3373.9097024143357,25.585039,25.585039,0.0,400000.0,0.0,-0.02077589605050889,0.25,0.020776038350903345,1.0,7.027338023157803e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3292.963817644597,0.6999952588990179,0.2499982880455609,0.25,-1.7119544390986619e-06,backfill
2024-06-27,3033.260047582088,10444793.2,3443.4216111229625,26.111983,26.111983,0.0,400000.0,0.0,-0.02077575374960361,0.25,0.020775896050245466,1.0,7.027325805597506e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3292.986372191292,0.6999952588365309,0.24999828731209206,0.25,-1.7126879079398805e-06,backfill
2024-06-28,3033.239271970636,10222084.8,3370.022567774231,25.555212,25.555212,0.0,400000.0,0.0,-0.020775611452336307,0.25,0.02077575375056225,1.0,7.027445113494402e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.008926892472,0.6999952589416965,0.24999828802124702,0.25,-1.7119787529829011e-06,backfill
2024-07-01,3033.176945990064,10525796.4,3470.221680906368,26.314491,26.314491,0.0,400000.0,0.0,-0.06232598057204086,0.25,0.06232683435556101,1.0,1.1712557166365656e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.076591922919,0.6999866526990157,0.2499965753282781,0.25,-3.424671721902195e-06,backfill
2024-07-02,3033.1561709477965,10359428.8,3415.395784504899,25.898572,25.898572,0.0,400000.0,0.0,-0.020775042267359822,0.25,0.02077518456157578,1.0,7.027643152079932e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.0991472420424,0.6999952590064735,0.24999828783889289,0.25,-1.7121611071146958e-06,backfill
2024-07-03,3033.135396047824,9942845.2,3278.074962613145,24.857113,24.857113,0.0,400000.0,0.0,-0.020774899972366256,0.25,0.02077504226676573,1.0,7.027634088552226e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.121702715653,0.6999952589480076,0.2499982875268647,0.25,-1.7124731352957667e-06,backfill
2024-07-05,3033.093846674756,9053616.0,2984.9442376884494,22.63404,22.63404,0.0,400000.0,0.0,-0.04154937306793727,0.25,0.041549799945860603,1.0,2.34258461895287e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.166814126345,0.699990428783462,0.24999743160114551,0.25,-2.568398854485565e-06,backfill
2024-07-08,3033.031523682333,9079676.4,2993.5977681420914,22.699191,22.699191,0.0,400000.0,0.0,-0.06232299242310546,0.25,0.06232384616454978,1.0,1.1713134407953518e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.2344824010734,0.6999866527346591,0.2499965752904565,0.25,-3.4247095435091524e-06,backfill
2024-07-09,3033.010749636103,9279170.4,3059.3925198298007,23.197926,23.197926,0.0,400000.0,0.0,-0.02077404623014445,0.25,0.020774188518372146,1.0,7.027938911385867e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.2570388016375,0.6999952590550608,0.24999828779836974,0.25,-1.7122016302550946e-06,backfill
2024-07-10,3032.98997573216,9400308.4,3099.353599983718,23.500771,23.500771,0.0,400000.0,0.0,-0.02077390394288159,0.25,0.020774046230384268,1.0,7.027974721518504e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.279595356697,0.6999952590537908,0.24999828740124297,0.25,-1.712598757031003e-06,backfill
